Province/State;Country/Region;Last Update;Confirmed;Deaths;Recovered
Colorado;US;2020-03-14T22:13:32;131;1;0
Georgia;US;2020-03-15T18:20:19;99;1;0
Jilin;China;2020-03-13T11:09:03;93;1;91
;San Marino;2020-03-15T18:20:18;101;5;4
Louisiana;US;2020-03-15T18:20:19;91;2;0
;United Arab Emirates;2020-03-15T18:20:18;98;0;23
Xinjiang;China;2020-03-11T02:18:14;76;3;73
Inner Mongolia;China;2020-03-11T03:53:03;75;1;71
Ningxia;China;2020-03-14T09:53:08;75;0;73
New Jersey;US;2020-03-15T18:20:19;98;2;0
British Columbia;Canada;2020-03-15T01:53:02;73;1;4
Illinois;US;2020-03-15T18:20:19;93;0;2
;Russia;2020-03-15T18:20:18;63;0;8
Texas;US;2020-03-15T18:20:19;72;0;0
Queensland;Australia;2020-03-15T18:20:19;61;0;8
;Chile;2020-03-14T20:33:03;74;0;0
;Luxembourg;2020-03-15T18:20:18;59;1;0
;Taiwan*;2020-03-15T06:53:03;59;1;20
Victoria;Australia;2020-03-15T18:20:19;57;0;8
;Vietnam;2020-03-15T18:20:18;56;0;16
;Slovakia;2020-03-15T18:20:18;54;0;0
;Pakistan;2020-03-15T18:20:18;53;0;2
;South Africa;2020-03-15T18:20:18;51;0;0
;Brunei;2020-03-15T18:20:18;50;0;0
;Croatia;2020-03-15T18:20:18;49;0;1
;Algeria;2020-03-15T18:20:18;48;4;12
Pennsylvania;US;2020-03-14T18:53:03;66;0;0
;Serbia;2020-03-14T22:53:02;48;0;0
Diamond Princess;US;2020-03-10T02:33:04;46;0;0
;Argentina;2020-03-15T18:20:18;45;2;1
Virginia;US;2020-03-15T18:20:19;45;1;0
;Bulgaria;2020-03-15T18:20:18;51;2;0
;Panama;2020-03-15T18:20:18;43;1;0
;Peru;2020-03-15T18:20:18;43;0;0
;Albania;2020-03-15T18:20:18;42;1;0
;Mexico;2020-03-15T18:20:18;41;0;4
Alberta;Canada;2020-03-15T01:53:03;39;0;0
Oregon;US;2020-03-15T18:20:19;36;1;0
Minnesota;US;2020-03-15T18:20:19;35;0;0
;Colombia;2020-03-15T18:20:18;34;0;0
Michigan;US;2020-03-15T18:20:19;33;0;0
;Hungary;2020-03-15T18:20:18;32;1;1
North Carolina;US;2020-03-15T18:20:19;33;0;0
Tennessee;US;2020-03-14T22:33:04;39;0;0
Maryland;US;2020-03-15T18:20:19;32;0;0
;Georgia;2020-03-14T12:33:03;33;0;0
;Latvia;2020-03-15T18:20:18;30;0;1
Ohio;US;2020-03-15T18:20:19;37;0;0
;Ecuador;2020-03-14T22:53:02;28;2;0
;Morocco;2020-03-15T18:20:18;28;1;1
Wisconsin;US;2020-03-15T18:20:19;32;0;1
;Belarus;2020-03-13T22:21:59;27;0;3
;Costa Rica;2020-03-15T18:20:18;27;0;0
;Cyprus;2020-03-14T22:53:02;26;0;0
Quebec;Canada;2020-03-15T01:53:02;24;0;0
Connecticut;US;2020-03-15T18:20:19;24;0;0
Utah;US;2020-03-15T18:20:19;28;0;0
;Armenia;2020-03-15T18:20:18;26;0;0
;Bosnia and Herzegovina;2020-03-15T18:20:18;24;0;0
;Malta;2020-03-15T18:20:18;21;0;1
Grand Princess;US;2020-03-10T02:33:04;21;0;0
Nevada;US;2020-03-14T22:33:03;24;0;0
South Australia;Australia;2020-03-15T18:20:19;20;0;3
;Oman;2020-03-15T18:20:18;22;0;9
Indiana;US;2020-03-15T18:20:19;20;0;0
Rhode Island;US;2020-03-14T18:53:03;20;0;0
South Carolina;US;2020-03-14T22:33:03;28;0;0
Qinghai;China;2020-03-11T02:18:14;18;0;18
;Tunisia;2020-03-14T20:53:02;18;0;0
Iowa;US;2020-03-15T18:20:19;18;0;0
Kentucky;US;2020-03-15T02:53:02;20;0;0
Western Australia;Australia;2020-03-14T13:33:04;17;1;0
Nebraska;US;2020-03-15T18:20:19;17;0;0
;Afghanistan;2020-03-15T18:20:18;16;0;0
Arkansas;US;2020-03-15T18:20:19;16;0;0
District of Columbia;US;2020-03-15T02:53:03;16;0;0
;Azerbaijan;2020-03-13T12:13:36;23;1;6
;North Macedonia;2020-03-13T23:33:05;14;0;1
;Maldives;2020-03-15T18:20:18;13;0;0
New Mexico;US;2020-03-15T02:53:03;13;0;0
;Lithuania;2020-03-15T18:20:18;12;0;1
;Moldova;2020-03-14T20:53:02;23;0;0
Alabama;US;2020-03-15T18:20:19;12;0;0
Arizona;US;2020-03-14T18:13:23;13;0;1
Faroe Islands;Denmark;2020-03-15T18:20:19;11;0;0
;Dominican Republic;2020-03-14T20:53:02;11;0;0
;Sri Lanka;2020-03-15T18:20:18;18;0;1
;Bolivia;2020-03-14T12:53:07;10;0;0
Macau;China;2020-03-11T18:52:03;10;0;10
;Senegal;2020-03-13T23:33:05;24;0;1
;Martinique;2020-03-14T14:53:04;9;0;0
South Dakota;US;2020-03-14T16:53:03;9;1;0
;Jamaica;2020-03-13T22:22:02;10;0;0
;Kazakhstan;2020-03-15T18:20:18;9;0;0
;New Zealand;2020-03-15T18:20:18;8;0;0
Kansas;US;2020-03-14T22:33:03;8;1;0
;Venezuela;2020-03-15T18:20:18;10;0;0
;Cambodia;2020-03-14T12:53:07;7;0;1
;Jordan;2020-03-15T18:20:18;8;0;1
;Reunion;2020-03-15T18:20:19;7;0;0
Montana;US;2020-03-15T18:20:19;7;0;0
New Hampshire;US;2020-03-14T16:53:03;13;0;0
Tasmania;Australia;2020-03-15T18:20:19;6;0;0
;Ghana;2020-03-15T18:20:18;6;0;0
;Paraguay;2020-03-13T23:33:06;6;0;0
;Turkey;2020-03-15T18:20:18;6;0;0
Delaware;US;2020-03-14T18:13:20;7;0;0
Hawaii;US;2020-03-15T18:20:19;6;0;0
Maine;US;2020-03-15T18:20:19;12;0;0
Mississippi;US;2020-03-14T16:53:03;10;0;0
;Bangladesh;2020-03-15T18:20:18;5;0;0
French Guiana;France;2020-03-15T06:53:03;7;0;0
Idaho;US;2020-03-15T18:20:19;5;0;0
Missouri;US;2020-03-15T18:20:19;5;0;0
Vermont;US;2020-03-14T22:33:04;8;0;0
Manitoba;Canada;2020-03-14T00:13:05;4;0;0
;Cuba;2020-03-13T23:53:02;4;0;0
;Guyana;2020-03-15T18:20:19;4;1;0
;Liechtenstein;2020-03-14T20:53:02;4;0;0
Oklahoma;US;2020-03-14T16:53:03;7;0;0
;Uruguay;2020-03-14T16:33:03;4;0;0
French Polynesia;France;2020-03-15T18:20:19;3;0;0
;Honduras;2020-03-15T18:20:19;3;0;0
Guam;US;2020-03-15T18:20:19;3;0;0
Puerto Rico;US;2020-03-14T18:33:03;5;0;0
Wyoming;US;2020-03-15T02:53:03;3;0;0
;Ukraine;2020-03-13T22:22:02;3;1;0
Channel Islands;United Kingdom;2020-03-15T18:20:19;3;0;0
;Aruba;2020-03-13T23:53:03;2;0;0
;Burkina Faso;2020-03-13T22:22:02;3;0;0
;Cameroon;2020-03-13T22:22:02;2;0;0
New Brunswick;Canada;2020-03-15T01:53:02;2;0;0
Saskatchewan;Canada;2020-03-14T00:13:05;2;0;0
;Congo (Kinshasa);2020-03-13T22:22:02;2;0;0
St Martin;France;2020-03-14T16:33:03;2;0;0
;Jersey;2020-03-14T16:33:03;2;0;0
;Kosovo;2020-03-15T18:20:19;2;0;0
;Monaco;2020-03-14T23:13:05;2;0;0
;Namibia;2020-03-14T16:33:03;2;0;0
;Nigeria;2020-03-13T22:22:02;2;0;0
;Seychelles;2020-03-15T07:33:03;2;0;0
;Trinidad and Tobago;2020-03-14T16:15:01;2;0;0
;Andorra;2020-03-13T22:22:02;1;0;1
;Antigua and Barbuda;2020-03-15T18:20:19;1;0;0
Australian Capital Territory;Australia;2020-03-14T01:53:03;1;0;0
Northern Territory;Australia;2020-03-14T01:53:03;1;0;0
;Bhutan;2020-03-13T22:22:02;1;0;0
Newfoundland and Labrador;Canada;2020-03-15T02:13:21;1;0;0
Prince Edward Island;Canada;2020-03-15T02:13:21;1;0;0
;Cayman Islands;2020-03-13T12:33:03;1;0;0
;Central African Republic;2020-03-15T18:20:19;1;0;0
Tibet;China;2020-03-11T02:18:14;1;0;1
;Congo (Brazzaville);2020-03-15T18:20:19;1;0;0
;Cote d'Ivoire;2020-03-13T22:22:02;1;0;0
;Curacao;2020-03-14T16:15:18;1;0;0
;Equatorial Guinea;2020-03-15T06:41:54;1;0;0
;Eswatini;2020-03-15T06:41:54;1;0;0
;Ethiopia;2020-03-13T23:33:06;1;0;0
Mayotte;France;2020-03-14T20:53:03;1;0;0
Saint Barthelemy;France;2020-03-14T16:33:03;1;0;0
;Gabon;2020-03-14T13:33:04;1;0;0
;Guadeloupe;2020-03-13T12:33:03;3;0;0
;Guatemala;2020-03-14T01:33:03;1;0;0
;Guernsey;2020-03-13T22:22:03;1;0;0
;Guinea;2020-03-15T06:41:54;1;0;0
;Holy See;2020-03-13T22:22:02;1;0;0
;Kenya;2020-03-13T22:22:03;3;0;0
;Mauritania;2020-03-15T18:20:19;1;0;0
;Mongolia;2020-03-13T22:22:02;1;0;0
;Nepal;2020-03-13T22:22:03;1;0;1
;Rwanda;2020-03-15T06:41:54;1;0;0
;Saint Lucia;2020-03-14T16:15:18;2;0;0
;Saint Vincent and the Grenadines;2020-03-14T16:33:03;1;0;0
;Sudan;2020-03-14T01:13:32;1;1;0
;Suriname;2020-03-14T16:33:03;1;0;0
;Togo;2020-03-13T22:22:02;1;0;0
Alaska;US;2020-03-13T14:53:03;1;0;0
North Dakota;US;2020-03-12T09:33:03;1;0;0
Virgin Islands, U.S.;US;2020-03-14T16:15:18;1;0;0
Gibraltar;United Kingdom;2020-03-14T16:33:03;1;0;1
;Uzbekistan;2020-03-15T18:20:19;1;0;0
From Diamond Princess;Australia;2020-03-14T02:33:04;0;0;0
West Virginia;US;2020-03-10T02:33:04;0;0;0
;occupied Palestinian territory;2020-03-11T20:53:02;0;0;0
